iter	Passed	Remaining
168	559	2750
169	562	2745
170	565	2743
171	568	2737
172	571	2733
173	574	2728
174	577	2724
175	581	2720
176	584	2717
177	587	2712
178	590	2709
179	593	2704
180	596	2699
181	599	2696
182	602	2691
183	606	2688
184	609	2683
185	612	2680
186	615	2676
187	618	2672
188	621	2667
189	624	2663
190	627	2659
191	630	2654
192	633	2650
193	637	2647
194	640	2643
195	643	2638
196	646	2634
197	649	2629
198	652	2625
199	655	2621
200	658	2617
201	661	2613
202	664	2610
203	668	2607
204	671	2603
205	674	2599
206	677	2595
207	680	2591
208	683	2587
209	686	2583
210	689	2579
211	693	2576
212	696	2572
213	699	2568
214	702	2564
215	705	2560
216	708	2555
217	711	2552
218	714	2548
219	717	2543
220	720	2539
221	723	2535
222	726	2531
223	729	2526
224	732	2522
225	735	2519
226	738	2515
227	741	2510
228	744	2505
229	746	2500
230	749	2496
231	752	2492
232	755	2487
233	758	2482
234	761	2477
235	764	2473
236	767	2469
237	769	2464
238	772	2460
239	775	2455
240	778	2452
241	781	2447
242	784	2444
243	787	2439
244	790	2434
245	793	2430
246	795	2426
247	799	2422
248	801	2418
249	804	2413
250	807	2409
251	810	2404
252	813	2401
253	816	2397
254	819	2393
255	822	2389
256	824	2384
257	827	2381
258	830	2377
259	833	2373
260	836	2368
261	839	2365
262	842	2360
263	850	2370
264	853	2366
265	856	2362
266	859	2358
267	861	2354
268	864	2350
269	867	2346
270	870	2341
271	873	2337
272	876	2333
273	909	2409
274	912	2404
275	915	2400
276	917	2395
277	920	2391
278	923	2387
279	926	2382
280	929	2378
281	932	2373
282	935	2369
283	938	2365
284	941	2361
285	944	2357
286	947	2354
287	950	2350
288	954	2347
289	957	2343
290	960	2341
291	964	2337
292	967	2334
293	970	2331
294	974	2328
295	977	2324
296	980	2321
297	983	2317
298	986	2313
299	989	2309
300	992	2304
301	995	2300
302	998	2296
303	1001	2292
304	1003	2287
305	1006	2283
306	1009	2279
307	1012	2275
308	1016	2272
309	1018	2267
310	1022	2264
311	1025	2260
312	1028	2257
313	1031	2253
314	1034	2249
315	1037	2245
316	1040	2241
317	1043	2237
318	1046	2233
319	1049	2229
320	1052	2225
321	1055	2222
322	1058	2217
323	1061	2214
324	1063	2209
325	1066	2205
326	1070	2202
327	1072	2198
328	1076	2194
329	1078	2190
330	1081	2186
331	1085	2183
332	1088	2180
333	1091	2176
334	1094	2172
335	1097	2168
336	1100	2165
337	1103	2161
338	1106	2157
339	1109	2153
340	1112	2149
341	1115	2146
342	1118	2141
343	1121	2138
344	1124	2134
345	1126	2130
346	1130	2126
347	1133	2122
348	1136	2119
349	1138	2115
350	1142	2112
351	1145	2107
352	1147	2103
353	1150	2099
354	1153	2095
355	1156	2092
356	1159	2088
357	1162	2084
358	1165	2080
359	1168	2077
360	1171	2073
361	1174	2069
362	1177	2065
363	1180	2061
364	1183	2058
365	1186	2054
366	1189	2051
367	1192	2047
368	1195	2044
369	1198	2040
370	1201	2036
371	1204	2032
372	1206	2028
373	1209	2025
374	1212	2021
375	1216	2018
376	1219	2014
377	1222	2011
378	1225	2007
379	1228	2004
380	1231	2000
381	1234	1997
382	1237	1993
383	1240	1989
384	1243	1985
385	1246	1982
386	1249	1979
387	1252	1975
388	1255	1971
389	1258	1968
390	1261	1964
391	1263	1960
392	1266	1956
393	1269	1953
394	1273	1949
395	1276	1947
396	1279	1943
397	1283	1940
398	1286	1937
399	1289	1934
400	1292	1930
401	1295	1927
402	1298	1923
403	1302	1921
404	1305	1918
405	1308	1915
406	1312	1911
407	1344	1951
408	1348	1947
409	1351	1944
410	1354	1940
411	1357	1936
412	1360	1933
413	1363	1929
414	1365	1925
415	1368	1921
416	1371	1917
417	1374	1914
418	1378	1911
419	1381	1907
420	1384	1903
421	1387	1900
422	1390	1896
423	1392	1892
424	1395	1888
425	1398	1884
426	1401	1880
427	1405	1877
428	1407	1873
429	1410	1870
430	1413	1866
431	1416	1862
432	1420	1859
433	1423	1855
434	1426	1852
435	1429	1848
436	1432	1845
437	1435	1841
438	1438	1838
439	1441	1834
440	1444	1831
441	1447	1827
442	1451	1824
443	1453	1820
444	1456	1817
445	1460	1813
446	1463	1810
447	1466	1807
448	1469	1803
449	1473	1800
450	1476	1796
451	1479	1793
452	1482	1790
453	1485	1786
454	1488	1783
455	1492	1779
456	1495	1776
457	1498	1773
458	1501	1769
459	1504	1766
460	1507	1762
461	1511	1759
462	1514	1756
463	1517	1752
464	1520	1749
465	1523	1746
466	1526	1742
467	1529	1739
468	1533	1735
469	1535	1732
470	1539	1728
471	1541	1724
472	1545	1721
473	1548	1718
474	1551	1714
475	1553	1710
476	1556	1706
477	1559	1703
478	1562	1699
479	1565	1696
480	1568	1692
481	1571	1688
482	1574	1685
483	1577	1681
484	1580	1677
485	1582	1674
486	1585	1670
487	1588	1666
488	1592	1663
489	1595	1660
490	1597	1656
491	1600	1652
492	1603	1649
493	1606	1645
494	1609	1641
495	1612	1638
496	1615	1634
497	1618	1631
498	1621	1627
499	1624	1624
500	1627	1620
501	1630	1617
502	1633	1613
503	1636	1610
504	1639	1606
505	1641	1602
506	1644	1599
507	1647	1595
508	1650	1592
509	1653	1588
510	1656	1584
511	1659	1581
512	1662	1577
513	1665	1574
514	1668	1570
515	1671	1567
516	1673	1563
517	1676	1560
518	1679	1556
519	1682	1553
520	1685	1549
521	1688	1546
522	1691	1542
523	1694	1539
524	1697	1535
525	1699	1531
526	1702	1528
527	1706	1525
528	1708	1521
529	1711	1518
530	1714	1514
531	1718	1511
532	1720	1507
533	1723	1504
534	1726	1500
535	1729	1497
536	1732	1494
537	1735	1490
538	1738	1487
539	1741	1483
540	1744	1480
541	1747	1476
542	1750	1473
543	1753	1469
544	1756	1466
545	1759	1462
546	1762	1459
547	1765	1455
548	1767	1452
549	1770	1448
550	1773	1445
551	1776	1441
552	1779	1438
553	1782	1434
554	1785	1431
555	1788	1427
556	1791	1424
557	1794	1421
558	1796	1417
559	1800	1414
560	1802	1410
561	1805	1407
562	1808	1403
563	1811	1400
564	1814	1397
565	1817	1393
566	1820	1390
567	1823	1387
568	1826	1383
569	1829	1380
570	1832	1376
571	1835	1373
572	1838	1370
573	1841	1366
574	1844	1362
575	1847	1359
576	1849	1356
577	1853	1353
578	1855	1349
579	1858	1346
580	1861	1342
581	1864	1339
582	1867	1335
583	1870	1332
584	1873	1329
585	1876	1325
586	1879	1322
587	1882	1318
588	1885	1315
589	1888	1312
590	1891	1308
591	1894	1305
592	1896	1301
593	1900	1298
594	1902	1295
595	1905	1291
596	1908	1288
597	1911	1285
598	1914	1281
599	1917	1278
600	1920	1274
601	1923	1271
602	1926	1268
603	1929	1264
604	1931	1261
605	1934	1257
606	1937	1254
607	1940	1251
608	1943	1247
609	1946	1244
610	1948	1240
611	1951	1237
612	1954	1234
613	1957	1230
614	1960	1227
615	1963	1223
616	1965	1220
617	1969	1217
618	1972	1213
619	1975	1210
620	1977	1207
621	1980	1203
622	1983	1200
623	1986	1197
624	1989	1193
625	1992	1190
626	1995	1186
627	1997	1183
628	2000	1180
629	2003	1176
630	2006	1173
631	2009	1169
632	2011	1166
633	2014	1163
634	2017	1159
635	2020	1156
636	2023	1153
637	2026	1149
638	2029	1146
639	2032	1143
640	2035	1139
641	2037	1136
642	2040	1133
643	2043	1129
644	2046	1126
645	2049	1123
646	2052	1119
647	2055	1116
648	2058	1113
649	2061	1109
650	2064	1106
651	2067	1103
652	2070	1100
653	2073	1097
654	2076	1093
655	2079	1090
656	2082	1087
657	2085	1083
658	2088	1080
659	2091	1077
660	2094	1074
661	2096	1070
662	2099	1067
663	2102	1064
664	2105	1060
665	2108	1057
666	2111	1053
667	2114	1050
668	2116	1047
669	2120	1044
670	2123	1040
671	2125	1037
672	2129	1034
673	2131	1031
674	2134	1027
675	2137	1024
676	2140	1021
677	2143	1017
678	2145	1014
679	2148	1011
680	2151	1007
681	2154	1004
682	2157	1001
683	2159	997
684	2162	994
685	2165	991
686	2168	987
687	2171	984
688	2174	981
689	2176	977
690	2179	974
691	2182	971
692	2185	968
693	2188	964
694	2191	961
695	2193	958
696	2196	954
697	2199	951
698	2202	948
699	2205	945
700	2208	941
701	2211	938
702	2213	935
703	2216	932
704	2219	928
705	2222	925
706	2225	922
707	2228	919
708	2231	915
709	2234	912
710	2237	909
711	2239	905
712	2242	902
713	2245	899
714	2248	896
715	2251	892
716	2253	889
717	2256	886
718	2259	883
719	2262	880
720	2265	876
721	2268	873
722	2271	870
723	2274	867
724	2277	863
725	2280	860
726	2283	857
727	2286	854
728	2289	851
729	2292	847
730	2295	844
731	2298	841
732	2301	838
733	2304	835
734	2307	831
735	2310	828
736	2312	825
737	2315	822
738	2318	818
739	2321	815
740	2324	812
741	2327	809
742	2330	806
743	2333	802
744	2336	799
745	2339	796
746	2342	793
747	2345	790
748	2348	786
749	2350	783
750	2353	780
751	2357	777
752	2359	774
753	2362	770
754	2365	767
755	2368	764
756	2371	761
757	2374	758
758	2377	754
759	2380	751
760	2383	748
761	2386	745
762	2389	742
763	2392	738
764	2395	735
765	2398	732
766	2400	729
767	2404	726
768	2406	722
769	2410	719
770	2412	716
771	2415	713
772	2418	710
773	2421	707
774	2424	704
775	2427	700
776	2430	697
777	2434	694
778	2437	691
779	2440	688
780	2443	685
781	2445	681
782	2448	678
783	2451	675
784	2454	672
785	2457	669
786	2460	665
787	2463	662
788	2466	659
789	2469	656
790	2472	653
791	2475	650
792	2478	646
793	2481	643
794	2484	640
795	2487	637
796	2490	634
797	2493	631
798	2495	627
799	2498	624
800	2501	621
801	2504	618
802	2507	615
803	2509	611
804	2512	608
805	2516	605
806	2518	602
807	2521	599
808	2524	596
809	2527	592
810	2530	589
811	2533	586
812	2536	583
813	2538	580
814	2541	576
815	2544	573
816	2547	570
817	2550	567
818	2553	564
819	2556	561
820	2559	558
821	2562	554
822	2565	551
823	2568	548
824	2571	545
825	2574	542
826	2577	539
827	2580	536
828	2583	532
829	2586	529
830	2588	526
831	2591	523
832	2594	520
833	2597	517
834	2600	513
835	2603	510
836	2606	507
837	2608	504
838	2612	501
839	2614	498
840	2618	494
841	2620	491
842	2623	488
843	2626	485
844	2629	482
845	2632	479
846	2635	475
847	2638	472
848	2640	469
849	2643	466
850	2646	463
851	2649	460
852	2652	457
853	2654	453
854	2657	450
855	2660	447
856	2663	444
857	2666	441
858	2669	438
859	2672	435
860	2675	431
861	2678	428
862	2680	425
863	2683	422
864	2686	419
865	2689	416
866	2692	413
867	2695	409
868	2698	406
869	2701	403
870	2704	400
871	2707	397
872	2710	394
873	2713	391
874	2716	388
875	2719	384
876	2722	381
877	2725	378
878	2728	375
879	2731	372
880	2734	369
881	2736	366
882	2739	363
883	2742	359
884	2745	356
885	2748	353
886	2751	350
887	2754	347
888	2757	344
889	2760	341
890	2762	338
891	2766	334
892	2768	331
893	2771	328
894	2774	325
895	2777	322
896	2780	319
897	2783	316
898	2786	313
899	2788	309
900	2792	306
901	2795	303
902	2798	300
903	2801	297
904	2803	294
905	2806	291
906	2809	288
907	2813	285
908	2816	281
909	2819	278
910	2821	275
911	2824	272
912	2827	269
913	2830	266
914	2833	263
915	2836	260
916	2839	256
917	2841	253
918	2844	250
919	2847	247
920	2850	244
921	2853	241
922	2856	238
923	2859	235
924	2861	232
925	2864	228
926	2867	225
927	2870	222
928	2884	220
929	2887	217
930	2889	214
931	2893	211
932	2896	207
933	2899	204
934	2902	201
935	2906	198
936	2909	195
937	2914	192
938	2917	189
939	2921	186
940	2924	183
941	2928	180
942	2933	177
943	2936	174
944	2941	171
945	2947	168
946	2950	165
947	2955	162
948	2959	159
949	2963	155
950	2967	152
951	2971	149
952	2975	146
953	2978	143
954	2982	140
955	2986	137
956	2990	134
957	2995	131
958	2998	128
959	3002	125
960	3014	122
961	3017	119
962	3021	116
963	3025	112
964	3028	109
965	3031	106
966	3034	103
967	3037	100
968	3041	97
969	3044	94
970	3047	91
971	3050	87
972	3053	84
973	3056	81
974	3059	78
975	3062	75
976	3065	72
977	3068	69
978	3072	65
979	3075	62
980	3078	59
981	3081	56
982	3084	53
983	3087	50
984	3090	47
985	3093	43
986	3096	40
987	3099	37
988	3101	34
989	3104	31
990	3107	28
991	3110	25
992	3113	21
993	3116	18
994	3119	15
995	3122	12
996	3125	9
997	3128	6
998	3131	3
999	3134	0
